source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
NASPSU,0,VnrDoseForm,"Nasal spray, suspension",19095977,RxNorm,1970-01-01,2099-12-31,
SUINPP,0,VnrDoseForm,Suspension for injection prefilled pen,19082104,RxNorm,1970-01-01,2099-12-31,
NASPSO,0,VnrDoseForm,Nasal spray solution,19082165,RxNorm,1970-01-01,2099-12-31,
CUTSOL,0,VnrDoseForm,Cutaneous solution,0,None,1970-01-01,2099-12-31,
SOINCA,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
SUPPOS,0,VnrDoseForm,Suppository,19082200,RxNorm,1970-01-01,2099-12-31,
EMUINJ,0,VnrDoseForm,Emulsion for injection,19082104,RxNorm,1970-01-01,2099-12-31,
LSSUIJ,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
EDSSDC,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
MORCAH,0,VnrDoseForm,"Modified-release capsule, hard",19082255,RxNorm,1970-01-01,2099-12-31,
POORSO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORDRSO,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
EYDRSU,0,VnrDoseForm,"Eye drops, suspension",0,None,1970-01-01,2099-12-31,
EMINIF,0,VnrDoseForm,Emulsion for injection/infusion,19082104,RxNorm,1970-01-01,2099-12-31,
RANUGE,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
PRINSU,0,VnrDoseForm,0,0,None,1970-01-01,2099-12-31,
NEBRSO,0,VnrDoseForm,Nebuliser solution,0,None,1970-01-01,2099-12-31,
PSPRSI,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
COMLOZ,0,VnrDoseForm,Compressed lozenge,19082253,RxNorm,1970-01-01,2099-12-31,
POORSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORALIQ,0,VnrDoseForm,Oral liquid,40228416,RxNorm,1970-01-01,2099-12-31,
ORAPAS,0,VnrDoseForm,Oral paste,19095918,RxNorm,1970-01-01,2099-12-31,
CHDITA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRORSU,0,VnrDoseForm,Granules for oral suspension,45775490,RxNorm,1970-01-01,2099-12-31,
VAGTAB,0,VnrDoseForm,Vaginal tablet,19010962,RxNorm,1970-01-01,2099-12-31,
ORAPOW,0,VnrDoseForm,Oral powder,19095976,RxNorm,1970-01-01,2099-12-31,
MEDPAT,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUINCA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSSIJF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
DICHTA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POONSO,0,VnrDoseForm,Pour-on solution,0,None,1970-01-01,2099-12-31,
PCSOII,0,VnrDoseForm,Powder for concentrate for solution for injection/infusion,0,None,1970-01-01,2099-12-31,
SOPAUS,0,VnrDoseForm,Solvent for parenteral use,0,None,1970-01-01,2099-12-31,
SYRUP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SIJCIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTEMU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSSUIP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRANUL,0,VnrDoseForm,Granules,0,None,1970-01-01,2099-12-31,
PRINSO,0,VnrDoseForm,"Pressurised inhalation, solution",0,None,1970-01-01,2099-12-31,
MEGACR,0,VnrDoseForm,"Medicinal gas, cryogenic",0,None,1970-01-01,2099-12-31,
PSSIPP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUSOIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
NEBRSU,0,VnrDoseForm,Nebuliser suspension,0,None,1970-01-01,2099-12-31,
IMPLAN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
IMPPFS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
MEGALI,0,VnrDoseForm,"Medicinal gas, liquefied",0,None,1970-01-01,2099-12-31,
OROFIL,0,VnrDoseForm,Orodispersible film,0,None,1970-01-01,2099-12-31,
SOLTAB,0,VnrDoseForm,Soluble tablet,19082573,RxNorm,1970-01-01,2099-12-31,
CSSOIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PASTIL,0,VnrDoseForm,Pastille,0,None,1970-01-01,2099-12-31,
PSSOIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EYEOIN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SHAMPO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
KIRAPR,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GELSAC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRORSO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORAGEL,0,VnrDoseForm,Oral gel,0,None,1970-01-01,2099-12-31,
PRMEFE,0,VnrDoseForm,Premix for medicated feeding stuff,0,None,1970-01-01,2099-12-31,
PRSUIJ,0,VnrDoseForm,Prolonged-release suspension for injection,0,None,1970-01-01,2099-12-31,
SIJCIP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUSPSO,0,VnrDoseForm,"Cutaneous spray, solution",0,None,1970-01-01,2099-12-31,
MENALA,0,VnrDoseForm,Medicated nail lacquer,0,None,1970-01-01,2099-12-31,
SOHAFI,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOLSEL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOLPRT,0,VnrDoseForm,Solution for skin-prick test,0,None,1970-01-01,2099-12-31,
FCTEFG,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CSSUIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORMUSP,0,VnrDoseForm,Oromucosal spray,0,None,1970-01-01,2099-12-31,
CSIJIF,0,VnrDoseForm,Concentrate for solution for injection/infusion,0,None,1970-01-01,2099-12-31,
INVALI,0,VnrDoseForm,"Inhalation vapour, liquid",0,None,1970-01-01,2099-12-31,
PRREGR,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POSOSE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POSUSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RECSOL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOIJPC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORPOSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRPRGR,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VAGGEL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
BUCFIL,0,VnrDoseForm,Buccal film,0,None,1970-01-01,2099-12-31,
GRASAC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PESSAR,0,VnrDoseForm,Pessary,19093368,RxNorm,1970-01-01,2099-12-31,
NASPOW,0,VnrDoseForm,Nasal powder,0,None,1970-01-01,2099-12-31,
RECFOA,0,VnrDoseForm,Rectal foam,0,None,1970-01-01,2099-12-31,
INVLÖ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOJFPS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
BUCTAB,0,VnrDoseForm,Buccal tablet,40227830,RxNorm,1970-01-01,2099-12-31,
EADRSU,0,VnrDoseForm,"Ear drops, suspension",0,None,1970-01-01,2099-12-31,
MOUWAS,0,VnrDoseForm,Mouthwash,0,None,1970-01-01,2099-12-31,
ORSUSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUSOSP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
COGRSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RAPHPR,0,VnrDoseForm,Radiopharmaceutical precursor,0,None,1970-01-01,2099-12-31,
SOLINH,0,VnrDoseForm,Inhalation solution,0,None,1970-01-01,2099-12-31,
LSUONS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
DENSOL,0,VnrDoseForm,Dental solution,0,None,1970-01-01,2099-12-31,
INMASU,0,VnrDoseForm,Intramammary suspension,0,None,1970-01-01,2099-12-31,
PONESO,0,VnrDoseForm,Powder for nebuliser solution,0,None,1970-01-01,2099-12-31,
LYOSUS,0,VnrDoseForm,Lyophilisate for suspension,0,None,1970-01-01,2099-12-31,
LYSSUN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POUDWA,0,VnrDoseForm,Powder for use in drinking water,0,None,1970-01-01,2099-12-31,
INJVÄ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SEAMAT,0,VnrDoseForm,Sealant matrix,0,None,1970-01-01,2099-12-31,
EDPRRE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EEDRSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EFFGRA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRGSUS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRPRTA,0,VnrDoseForm,Gastro-resistant prolonged-release tablet,0,None,1970-01-01,2099-12-31,
PSSIJP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EADRSO,0,VnrDoseForm,"Ear drops, solution",0,None,1970-01-01,2099-12-31,
ESUEIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOIJIV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOSOSC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUDRWA,0,VnrDoseForm,Suspension for use in drinking water,0,None,1970-01-01,2099-12-31,
TABEFF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ETPISU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GRUDWA,0,VnrDoseForm,Granules for use in drinking water,0,None,1970-01-01,2099-12-31,
OPHINS,0,VnrDoseForm,Ophthalmic insert,0,None,1970-01-01,2099-12-31,
PRGRSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SEALAN,0,VnrDoseForm,Sealant,0,None,1970-01-01,2099-12-31,
SODRWA,0,VnrDoseForm,Solution for use in drinking water,0,None,1970-01-01,2099-12-31,
SULISP,0,VnrDoseForm,Sublingual spray,19082285,RxNorm,1970-01-01,2099-12-31,
GSORSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
INHGAS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
INMAOI,0,VnrDoseForm,Intramammary ointment,0,None,1970-01-01,2099-12-31,
LSSOIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
NESOSD,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RECOIN,0,VnrDoseForm,Rectal ointment,19082282,RxNorm,1970-01-01,2099-12-31,
SHFHDY,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
DENGEL,0,VnrDoseForm,Dental gel,0,None,1970-01-01,2099-12-31,
INUTDE,0,VnrDoseForm,Intrauterine delivery system,0,None,1970-01-01,2099-12-31,
OMPOPO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
COLLAR,0,VnrDoseForm,Collar,0,None,1970-01-01,2099-12-31,
COORSO,0,VnrDoseForm,Concentrate for oral solution,0,None,1970-01-01,2099-12-31,
CUTPAT,0,VnrDoseForm,Cutaneous patch,0,None,1970-01-01,2099-12-31,
NASPIN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RECGEL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RECSUS,0,VnrDoseForm,Rectal suspension,0,None,1970-01-01,2099-12-31,
SEGOSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOIFPS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VAGDEV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EYEGEL,0,VnrDoseForm,Eye gel,0,None,1970-01-01,2099-12-31,
EYGESD,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LYDRWA,0,VnrDoseForm,Lyophilisate for use in drinking water,0,None,1970-01-01,2099-12-31,
ORAEMU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORMUPA,0,VnrDoseForm,Oromucosal paste,0,None,1970-01-01,2099-12-31,
ORMUSO,0,VnrDoseForm,Oromucosal solution,0,None,1970-01-01,2099-12-31,
BATADD,0,VnrDoseForm,Bath additive,0,None,1970-01-01,2099-12-31,
DENSUS,0,VnrDoseForm,Dental suspension,0,None,1970-01-01,2099-12-31,
LSUSIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LYSOIJ,0,VnrDoseForm,Lyophilisate for solution for injection,0,None,1970-01-01,2099-12-31,
ORMUGE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORSOSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTFOA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GAREGR,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GOSUSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
IRRSOL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LYSOSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
NDSOSC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VAGCRE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VAGDEL,0,VnrDoseForm,Vaginal delivery system,0,None,1970-01-01,2099-12-31,
CRIRUD,0,VnrDoseForm,Continuous-release intraruminal device,0,None,1970-01-01,2099-12-31,
CSOCSP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTPAS,0,VnrDoseForm,Cutaneous paste,0,None,1970-01-01,2099-12-31,
INHSOL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORSOSI,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ORSPSO,0,VnrDoseForm,"Oromucosal spray, solution",0,None,1970-01-01,2099-12-31,
PLPRTE,0,VnrDoseForm,Plaster for provocation test,0,None,1970-01-01,2099-12-31,
PSSUIV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
RECCRE,0,VnrDoseForm,Rectal cream,0,None,1970-01-01,2099-12-31,
SUSOJP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
URESTI,0,VnrDoseForm,Urethral stick,0,None,1970-01-01,2099-12-31,
POSOIN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PRIRUD,0,VnrDoseForm,Pulsatile-release intraruminal device,0,None,1970-01-01,2099-12-31,
PSPRSS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
TDISPS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EMIJPS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ENTKA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GATRCS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GELSDC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LYSOIF,0,VnrDoseForm,Lyophilisate for solution for infusion,0,None,1970-01-01,2099-12-31,
ORSUDR,0,VnrDoseForm,Oral suspension for use in drinking water,0,None,1970-01-01,2099-12-31,
POSSIJ,0,VnrDoseForm,Powder for solution/suspension for injection,0,None,1970-01-01,2099-12-31,
PRRGRD,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSEMIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSSIJC,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSSOIV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SHDYHF,0,VnrDoseForm,Solution for haemodialysis/haemofiltration,0,None,1970-01-01,2099-12-31,
SOLHHH,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOORPR,0,VnrDoseForm,Solution for organ preservation,0,None,1970-01-01,2099-12-31,
SSORSP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
TABVAG,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
COCUSO,0,VnrDoseForm,Concentrate for cutaneous solution,0,None,1970-01-01,2099-12-31,
COSINJ,0,VnrDoseForm,Concentrate for solution for injection,0,None,1970-01-01,2099-12-31,
CSOCIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUSPSU,0,VnrDoseForm,"Cutaneous spray, suspension",0,None,1970-01-01,2099-12-31,
CUTPOW,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTSUS,0,VnrDoseForm,Cutaneous suspension,0,None,1970-01-01,2099-12-31,
EADRIS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EARGEL,0,VnrDoseForm,Ear gel,0,None,1970-01-01,2099-12-31,
EEDRSO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EYDREM,0,VnrDoseForm,"Eye drops, emulsion",0,None,1970-01-01,2099-12-31,
INTSOL,0,VnrDoseForm,Intravesical solution,0,None,1970-01-01,2099-12-31,
NADRSO,0,VnrDoseForm,"Nasal drops, solution",0,None,1970-01-01,2099-12-31,
NADRSU,0,VnrDoseForm,"Nasal drops, suspension",0,None,1970-01-01,2099-12-31,
NAOMSO,0,VnrDoseForm,Nasal/oromucosal solution,0,None,1970-01-01,2099-12-31,
POSUIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSIVES,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSORSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSPRSP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUIJSV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VAGSOL,0,VnrDoseForm,Vaginal solution,0,None,1970-01-01,2099-12-31,
BEHIST,0,VnrDoseForm,Bee-hive strip,0,None,1970-01-01,2099-12-31,
COEINF,0,VnrDoseForm,Concentrate for emulsion for infusion,0,None,1970-01-01,2099-12-31,
COORSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
IMPCHA,0,VnrDoseForm,Implantation chain,0,None,1970-01-01,2099-12-31,
IMPDRE,0,VnrDoseForm,Impregnated dressing,0,None,1970-01-01,2099-12-31,
IMPTAB,0,VnrDoseForm,Implantation tablet,0,None,1970-01-01,2099-12-31,
INMASO,0,VnrDoseForm,Intramammary solution,0,None,1970-01-01,2099-12-31,
KAPSL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
MORCAS,0,VnrDoseForm,"Modified-release capsule, soft",0,None,1970-01-01,2099-12-31,
MUADBT,0,VnrDoseForm,Muco-adhesive buccal tablet,0,None,1970-01-01,2099-12-31,
PODIIN,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POSOIV,0,VnrDoseForm,Powder for solution for intravesical use,0,None,1970-01-01,2099-12-31,
PSCSIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSDIIJ,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SIFCIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SIJEPS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOINNE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUBSOL,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
TRAGEL,0,VnrDoseForm,Transdermal gel,0,None,1970-01-01,2099-12-31,
TRSPSO,0,VnrDoseForm,"Transdermal spray, solution",0,None,1970-01-01,2099-12-31,
TSORSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VGTACR,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
VGTCRE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
AVLIVV,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CODISO,0,VnrDoseForm,Concentrate for dip solution,0,None,1970-01-01,2099-12-31,
COSPEM,0,VnrDoseForm,Concentrate for spray emulsion,0,None,1970-01-01,2099-12-31,
COSUIF,0,VnrDoseForm,Concentrate for suspension for infusion,0,None,1970-01-01,2099-12-31,
CUSPGE,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTSTI,0,VnrDoseForm,Cutaneous stick,0,None,1970-01-01,2099-12-31,
DENINS,0,VnrDoseForm,Dental insert,0,None,1970-01-01,2099-12-31,
EADCSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
EDSOSP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
GOSOSA,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
HERTEA,0,VnrDoseForm,Herbal tea,0,None,1970-01-01,2099-12-31,
INVASO,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
IVIMAP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LSOIJF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
LUSUIJ,0,VnrDoseForm,Lyophilisate for suspension for injection,0,None,1970-01-01,2099-12-31,
ORRESO,0,VnrDoseForm,Oral/rectal solution,0,None,1970-01-01,2099-12-31,
PERPOW,0,VnrDoseForm,Periodontal powder,0,None,1970-01-01,2099-12-31,
POONSU,0,VnrDoseForm,Pour-on suspension,0,None,1970-01-01,2099-12-31,
PORSUS,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POSUIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
POSUIM,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
PSGIGP,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SCASOL,0,VnrDoseForm,Scalp solution,0,None,1970-01-01,2099-12-31,
SEAPOW,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SOINPU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
SUBFIL,0,VnrDoseForm,Sublingual film,0,None,1970-01-01,2099-12-31,
TOOPAS,0,VnrDoseForm,Toothpaste,0,None,1970-01-01,2099-12-31,
BLAIRR,0,VnrDoseForm,Bladder irrigation,0,None,1970-01-01,2099-12-31,
CODLIF,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
CUTLIQ,0,VnrDoseForm,Cutaneous liquid,0,None,1970-01-01,2099-12-31,
DISINJ,0,VnrDoseForm,Dispersion for injection,0,None,1970-01-01,2099-12-31,
DSIJIF,0,VnrDoseForm,Dispersion for injection/infusion,0,None,1970-01-01,2099-12-31,
EARTAG,0,VnrDoseForm,Ear tag,0,None,1970-01-01,2099-12-31,
EAWASO,0,VnrDoseForm,"Ear wash, solution",0,None,1970-01-01,2099-12-31,
EDPSSU,0,VnrDoseForm,,0,None,1970-01-01,2099-12-31,
ENTGEL,0,VnrDoseForm,Intestinal gel,0,None,1970-01-01,2099-12-31,
