source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
204,0,VaruNummer,"Mobic; Meloxikam; 7,5 mg; TABLET",1150345,RxNorm,1970-01-01,2099-12-31,
209,0,VaruNummer,"Metacam® för hund; 1,5 mg/ml; ORASUS",0,None,1970-01-01,2099-12-31,
211,0,VaruNummer,"Prevenar®; Vaccin mot pneumokockinfektioner, konjugerat polysackaridantigen 7-valent (Wyeth); SUINPS",40163686,RxNorm,1970-01-01,2099-12-31,
212,0,VaruNummer,"Daonil®; Glibenklamid; 3,5 mg; TABLET",19106974,RxNorm,1970-01-01,2099-12-31,
225,0,VaruNummer,"Metacam® för hund; 1,5 mg/ml; ORASUS",0,None,1970-01-01,2099-12-31,
231,0,VaruNummer,Metacam® för hund och katt; 5 mg/ml; SOLINJ,0,None,1970-01-01,2099-12-31,
239,0,VaruNummer,"Prevenar®; Vaccin mot pneumokockinfektioner, konjugerat polysackaridantigen 7-valent (Wyeth); SUINPS",40163686,RxNorm,1970-01-01,2099-12-31,
246,0,VaruNummer,Glucos Baxter; 100 mg/ml; SOLINF,0,None,1970-01-01,2099-12-31,
250,0,VaruNummer,Zyprexa® Velotab; Olanzapin; 10 mg; ORALYO,785788,RxNorm,1970-01-01,2099-12-31,
259,0,VaruNummer,Glucos Baxter; 100 mg/ml; SOLINF,0,None,1970-01-01,2099-12-31,
262,0,VaruNummer,Zyprexa® Velotab; Olanzapin; 15 mg; ORALYO,785788,RxNorm,1970-01-01,2099-12-31,
273,0,VaruNummer,Albumin Baxter; 50 mg/ml; SOLINF,0,None,1970-01-01,2099-12-31,
275,0,VaruNummer,Glucos Baxter 100 mg/ml med Na 40+K 20; SOLINF,0,None,1970-01-01,2099-12-31,
284,0,VaruNummer,Zyprexa® Velotab; Olanzapin; 5 mg; ORALYO,785788,RxNorm,1970-01-01,2099-12-31,
286,0,VaruNummer,Glucos Baxter 25 mg/ml buffrad; Glukos; SOLINF,1560524,RxNorm,1970-01-01,2099-12-31,
287,0,VaruNummer,Zyprexa® Velotab; Olanzapin; 20 mg; ORALYO,785788,RxNorm,1970-01-01,2099-12-31,
288,0,VaruNummer,Antithrombin III Baxalta; PSSIJF,1436169,RxNorm,1970-01-01,2099-12-31,
294,0,VaruNummer,Zoloft; Sertralin; 50 mg; FICOTA,739138,RxNorm,1970-01-01,2099-12-31,
295,0,VaruNummer,Importal® Ex-Lax; Laktitol; 10 g; ORPOSA,19071236,RxNorm,1970-01-01,2099-12-31,
297,0,VaruNummer,Glucos Baxter 50 mg/ml buffrad; Glukos; SOLINF,1560524,RxNorm,1970-01-01,2099-12-31,
299,0,VaruNummer,Fluoxetin Mylan; Fluoxetin; 20 mg; CAPHAR,755695,RxNorm,1970-01-01,2099-12-31,
301,0,VaruNummer,Cortimyk; Hydrokortison + mikonazol; 20 mg/g + 10 mg/g; CREAM,975125,RxNorm,1970-01-01,2099-12-31,
308,0,VaruNummer,Glucos Baxter 50 mg/ml buffrad; Glukos; SOLINF,1560524,RxNorm,1970-01-01,2099-12-31,
310,0,VaruNummer,Pentasa; Mesalazin; 500 mg; PRRETA,968426,RxNorm,1970-01-01,2099-12-31,
315,0,VaruNummer,Natriumklorid Fresenius Kabi; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
318,0,VaruNummer,Importal® Ex-Lax; Laktitol; 10 g; ORPOSA,19071236,RxNorm,1970-01-01,2099-12-31,
319,0,VaruNummer,Pentasa; Mesalazin; 500 mg; PRRETA,968426,RxNorm,1970-01-01,2099-12-31,
320,0,VaruNummer,Fragmin; Dalteparin; 2500 IE; SOIJPS,1301065,RxNorm,1970-01-01,2099-12-31,
321,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
329,0,VaruNummer,Importal® Ex-Lax; Laktitol; 10 g; ORPOSA,19071236,RxNorm,1970-01-01,2099-12-31,
332,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
335,0,VaruNummer,Fragmin; Dalteparin; 2500 IE; SOIJPS,1301065,RxNorm,1970-01-01,2099-12-31,
336,0,VaruNummer,SelokenZOC®; Metoprolol; 25 mg; PRRETA,40167211,RxNorm,1970-01-01,2099-12-31,
343,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
346,0,VaruNummer,Clinoril; Sulindak; 200 mg; TABLET,1236610,RxNorm,1970-01-01,2099-12-31,
354,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
360,0,VaruNummer,Diflucan; Flukonazol; 150 mg; CAPHAR,1754994,RxNorm,1970-01-01,2099-12-31,
364,0,VaruNummer,Uniferon; 200 mg fe3+/ml; SOLINJ,0,None,1970-01-01,2099-12-31,
365,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
369,0,VaruNummer,Structolipid®; 200 mg/ml; EMUINF,0,None,1970-01-01,2099-12-31,
370,0,VaruNummer,"Mobic; Meloxikam; 7,5 mg; TABLET",1150345,RxNorm,1970-01-01,2099-12-31,
376,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
381,0,VaruNummer,"Mobic; Meloxikam; 7,5 mg; TABLET",1150345,RxNorm,1970-01-01,2099-12-31,
387,0,VaruNummer,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,967823,RxNorm,1970-01-01,2099-12-31,
404,0,VaruNummer,Metronidazol Baxter; Metronidazol; 5 mg/ml; SOLINF,1707164,RxNorm,1970-01-01,2099-12-31,
415,0,VaruNummer,Metronidazol Baxter; Metronidazol; 5 mg/ml; SOLINF,1707164,RxNorm,1970-01-01,2099-12-31,
432,0,VaruNummer,Buspiron Actavis; Buspiron; 5 mg; TABLET,733301,RxNorm,1970-01-01,2099-12-31,
437,0,VaruNummer,Clindamycin ratiopharm; Klindamycin; 150 mg/ml; SOIJIF,997881,RxNorm,1970-01-01,2099-12-31,
440,0,VaruNummer,Albumin Octapharma; 200 g/l; SOLINF,0,None,1970-01-01,2099-12-31,
441,0,VaruNummer,Buspiron Actavis; Buspiron; 10 mg; TABLET,733301,RxNorm,1970-01-01,2099-12-31,
442,0,VaruNummer,Kytril®; Granisetron; 1 mg/ml; SOLINJ,1000772,RxNorm,1970-01-01,2099-12-31,
443,0,VaruNummer,Tenormin®; Atenolol; 25 mg; FICOTA,19018811,RxNorm,1970-01-01,2099-12-31,
448,0,VaruNummer,"Elocon®; Mometason; 0,1 %; CUTSOL",905233,RxNorm,1970-01-01,2099-12-31,
452,0,VaruNummer,Buspiron Actavis; Buspiron; 10 mg; TABLET,733301,RxNorm,1970-01-01,2099-12-31,
458,0,VaruNummer,Alendronat Actavis Veckotablett; Alendronat; 70 mg; TABLET,1557272,RxNorm,1970-01-01,2099-12-31,
459,0,VaruNummer,"Vioxx; Rofecoxib; 12,5 mg; TABLET",1189754,RxNorm,1970-01-01,2099-12-31,
463,0,VaruNummer,"Elocon®; Mometason; 0,1 %; CUTSOL",905233,RxNorm,1970-01-01,2099-12-31,
478,0,VaruNummer,"Atridox®; 8,8 %; PSGIGP",1738521,RxNorm,1970-01-01,2099-12-31,
484,0,VaruNummer,Denagard vet.; 200 mg/ml; SOLINJ,0,None,1970-01-01,2099-12-31,
486,0,VaruNummer,Scandonest; 30 mg/ml; SOLINJ,702774,RxNorm,1970-01-01,2099-12-31,
492,0,VaruNummer,"Atridox®; 8,8 %; PSGIGP",1738521,RxNorm,1970-01-01,2099-12-31,
493,0,VaruNummer,Act-HIB®; PSSOIJ,0,None,1970-01-01,2099-12-31,
495,0,VaruNummer,Act-HIB® Polio; PSSUIJ,0,None,1970-01-01,2099-12-31,
502,0,VaruNummer,Imovax® Polio; SUSINJ,0,None,1970-01-01,2099-12-31,
516,0,VaruNummer,Denagard vet.; 20 mg/g; PRMEFE,0,None,1970-01-01,2099-12-31,
528,0,VaruNummer,Anti; 5 %; CREAM,1703687,RxNorm,1970-01-01,2099-12-31,
530,0,VaruNummer,Imovax® Polio; SUSINJ,0,None,1970-01-01,2099-12-31,
533,0,VaruNummer,Recrea; Minoxidil; 20 mg/ml; CUTSOL,1309068,RxNorm,1970-01-01,2099-12-31,
535,0,VaruNummer,Tegretol Retard; Karbamazepin; 200 mg; PRRETA,740275,RxNorm,1970-01-01,2099-12-31,
543,0,VaruNummer,"Betoptic S; Betaxolol; 2,5 mg/ml; EYDRSU",1322081,RxNorm,1970-01-01,2099-12-31,
546,0,VaruNummer,Crinone®; Progesteron; 8 %; VAGGEL,1552310,RxNorm,1970-01-01,2099-12-31,
551,0,VaruNummer,Vioxx; Rofecoxib; 25 mg; TABLET,1189754,RxNorm,1970-01-01,2099-12-31,
552,0,VaruNummer,Caverject® Dual; 20 mikrogram; PSSOIJ,1381504,RxNorm,1970-01-01,2099-12-31,
555,0,VaruNummer,Topimax®; Topiramat; 15 mg; CAPHAR,742267,RxNorm,1970-01-01,2099-12-31,
557,0,VaruNummer,Pravachol; Pravastatin; 20 mg; TABLET,1551860,RxNorm,1970-01-01,2099-12-31,
558,0,VaruNummer,Tegretol Retard; Karbamazepin; 200 mg; PRRETA,740275,RxNorm,1970-01-01,2099-12-31,
559,0,VaruNummer,Recrea; Minoxidil; 20 mg/ml; CUTSOL,1309068,RxNorm,1970-01-01,2099-12-31,
561,0,VaruNummer,Denagard vet.; 20 mg/g; PRMEFE,0,None,1970-01-01,2099-12-31,
563,0,VaruNummer,Aricept; Donepezil; 5 mg; FICOTA,715997,RxNorm,1970-01-01,2099-12-31,
564,0,VaruNummer,Diflucan; Flukonazol; 150 mg; CAPHAR,1754994,RxNorm,1970-01-01,2099-12-31,
566,0,VaruNummer,"Betoptic S; Betaxolol; 2,5 mg/ml; EYDRSU",1322081,RxNorm,1970-01-01,2099-12-31,
569,0,VaruNummer,Tegretol Retard; Karbamazepin; 200 mg; PRRETA,740275,RxNorm,1970-01-01,2099-12-31,
570,0,VaruNummer,"Prograf; Takrolimus; 0,5 mg; CAPHAR",950637,RxNorm,1970-01-01,2099-12-31,
572,0,VaruNummer,Clindamycin ratiopharm; Klindamycin; 150 mg/ml; SOIJIF,997881,RxNorm,1970-01-01,2099-12-31,
584,0,VaruNummer,Albumin Octapharma; 50 g/l; SOLINF,0,None,1970-01-01,2099-12-31,
591,0,VaruNummer,Entocort; Budesonid; 3 mg; PRRECH,939259,RxNorm,1970-01-01,2099-12-31,
594,0,VaruNummer,Anti; 5 %; CREAM,1703687,RxNorm,1970-01-01,2099-12-31,
595,0,VaruNummer,Albumin Octapharma; 50 g/l; SOLINF,0,None,1970-01-01,2099-12-31,
597,0,VaruNummer,Act-HIB® Polio; PSSUIJ,0,None,1970-01-01,2099-12-31,
602,0,VaruNummer,Entocort; Budesonid; 3 mg; PRRECH,939259,RxNorm,1970-01-01,2099-12-31,
609,0,VaruNummer,Tenormin®; Atenolol; 50 mg; FICOTA,1314008,RxNorm,1970-01-01,2099-12-31,
613,0,VaruNummer,Crinone®; Progesteron; 8 %; VAGGEL,1552310,RxNorm,1970-01-01,2099-12-31,
618,0,VaruNummer,Pravachol; Pravastatin; 20 mg; TABLET,40175394,RxNorm,1970-01-01,2099-12-31,
620,0,VaruNummer,Suxinutin; 250 mg; CAPSOF,750119,RxNorm,1970-01-01,2099-12-31,
622,0,VaruNummer,Tenormin®; Atenolol; 100 mg; FICOTA,1314006,RxNorm,1970-01-01,2099-12-31,
626,0,VaruNummer,Isofluran Baxter; INVALI,782043,RxNorm,1970-01-01,2099-12-31,
630,0,VaruNummer,Aricept; Donepezil; 5 mg; FICOTA,715997,RxNorm,1970-01-01,2099-12-31,
639,0,VaruNummer,Gemadol; 200 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
649,0,VaruNummer,"Betoptic S; Betaxolol; 2,5 mg/ml; EYDRSU",1322081,RxNorm,1970-01-01,2099-12-31,
656,0,VaruNummer,Gemadol; 200 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
657,0,VaruNummer,Tenormin®; Atenolol; 25 mg; FICOTA,19018811,RxNorm,1970-01-01,2099-12-31,
662,0,VaruNummer,Gemadol; 100 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
664,0,VaruNummer,Tenormin®; Atenolol; 25 mg; FICOTA,19018811,RxNorm,1970-01-01,2099-12-31,
668,0,VaruNummer,Tenormin®; Atenolol; 50 mg; FICOTA,1314008,RxNorm,1970-01-01,2099-12-31,
675,0,VaruNummer,Tenormin®; Atenolol; 50 mg; FICOTA,1314008,RxNorm,1970-01-01,2099-12-31,
678,0,VaruNummer,Gemadol; 150 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
681,0,VaruNummer,Tenormin®; Atenolol; 100 mg; FICOTA,1314006,RxNorm,1970-01-01,2099-12-31,
686,0,VaruNummer,Tenormin®; Atenolol; 100 mg; FICOTA,1314006,RxNorm,1970-01-01,2099-12-31,
689,0,VaruNummer,Gemadol; 150 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
697,0,VaruNummer,"Tenormin®; 0,5 mg/ml; SOLINJ",1314002,RxNorm,1970-01-01,2099-12-31,
704,0,VaruNummer,Gemadol; 50 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
708,0,VaruNummer,Gemadol; 50 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
717,0,VaruNummer,Gemadol; 100 mg; PRRECH,1103314,RxNorm,1970-01-01,2099-12-31,
740,0,VaruNummer,Denagard vet.; 125 mg/ml; SODRWA,0,None,1970-01-01,2099-12-31,
742,0,VaruNummer,Denagard vet.; 200 mg/ml; SOLINJ,0,None,1970-01-01,2099-12-31,
746,0,VaruNummer,Sonata®; Zaleplon; 5 mg; CAPHAR,720727,RxNorm,1970-01-01,2099-12-31,
747,0,VaruNummer,Oestriol Aspen; Estriol; 1 mg; TABLET,19049038,RxNorm,1970-01-01,2099-12-31,
750,0,VaruNummer,Propyless®; 200 mg/g; CUTEMU,0,None,1970-01-01,2099-12-31,
751,0,VaruNummer,Zyrlex®; Cetirizin; 10 mg; FICOTA,1149196,RxNorm,1970-01-01,2099-12-31,
761,0,VaruNummer,Pulmicort Turbuhaler; Budesonid; 100 mikrogram/dos; INHPOW,939259,RxNorm,1970-01-01,2099-12-31,
764,0,VaruNummer,Propyless®; 200 mg/g; CUTEMU,0,None,1970-01-01,2099-12-31,
767,0,VaruNummer,Sonata®; Zaleplon; 10 mg; CAPHAR,720727,RxNorm,1970-01-01,2099-12-31,
772,0,VaruNummer,Albumin Octapharma; 200 g/l; SOLINF,0,None,1970-01-01,2099-12-31,
775,0,VaruNummer,Trinordiol; Levonorgestrel + etinylöstradiol; TABLET,0,None,1970-01-01,2099-12-31,
777,0,VaruNummer,"Minirin; Desmopressin; 0,1 mg/ml; NASPSO",1517070,RxNorm,1970-01-01,2099-12-31,
784,0,VaruNummer,Caverject® Dual; 10 mikrogram; PSSOIJ,1381504,RxNorm,1970-01-01,2099-12-31,
789,0,VaruNummer,Trinordiol; Levonorgestrel + etinylöstradiol; TABLET,0,None,1970-01-01,2099-12-31,
798,0,VaruNummer,Trinordiol; Levonorgestrel + etinylöstradiol; TABLET,0,None,1970-01-01,2099-12-31,
814,0,VaruNummer,TRIZIVIR; Abakavir + lamivudin + zidovudin; 300 mg/150 mg/300 mg; FICOTA,1736971,RxNorm,1970-01-01,2099-12-31,
818,0,VaruNummer,Orbax® vet.; 75 mg; FICOTA,0,None,1970-01-01,2099-12-31,
823,0,VaruNummer,"Captopril ratiopharm; Captopril; 12,5 mg; TABLET",19074672,RxNorm,1970-01-01,2099-12-31,
827,0,VaruNummer,Pankreon forte; Pankreatin; GARECH,926487,RxNorm,1970-01-01,2099-12-31,
829,0,VaruNummer,"Minirin; Desmopressin; 0,2 mg; TABLET",1517070,RxNorm,1970-01-01,2099-12-31,
831,0,VaruNummer,Zantac Brus; 150 mg; EFFTAB,961047,RxNorm,1970-01-01,2099-12-31,
834,0,VaruNummer,"Plendil; Felodipin; 2,5 mg; PRRETA",1353776,RxNorm,1970-01-01,2099-12-31,
839,0,VaruNummer,Orbax® vet.; 25 mg; FICOTA,0,None,1970-01-01,2099-12-31,
842,0,VaruNummer,Xatral; Alfuzosin; 5 mg; PRRETA,930021,RxNorm,1970-01-01,2099-12-31,
843,0,VaruNummer,Trinovum; Noretisteron + etinylestradiol; TABLET,1521369,RxNorm,1970-01-01,2099-12-31,
845,0,VaruNummer,Lamictal; Lamotrigin; 25 mg; TABLET,705103,RxNorm,1970-01-01,2099-12-31,
848,0,VaruNummer,Captopril ratiopharm; Captopril; 25 mg; TABLET,1340161,RxNorm,1970-01-01,2099-12-31,
854,0,VaruNummer,Ronaxan vet.; 100 mg; TABLET,0,None,1970-01-01,2099-12-31,
855,0,VaruNummer,"Plendil; Felodipin; 2,5 mg; PRRETA",1353780,RxNorm,1970-01-01,2099-12-31,
857,0,VaruNummer,Captopril ratiopharm; Captopril; 50 mg; TABLET,19074673,RxNorm,1970-01-01,2099-12-31,
861,0,VaruNummer,"Risperdal®; Risperidon; 0,5 mg; FICOTA",735979,RxNorm,1970-01-01,2099-12-31,
862,0,VaruNummer,Prepulsid; 10 mg; TABLET,932196,RxNorm,1970-01-01,2099-12-31,
866,0,VaruNummer,OxyContin®; Oxikodon; 80 mg; PRRETA,1124957,RxNorm,1970-01-01,2099-12-31,
868,0,VaruNummer,Seroxat; Paroxetin; 20 mg; FICOTA,722031,RxNorm,1970-01-01,2099-12-31,
872,0,VaruNummer,Imigran; Sumatriptan; 12 mg/ml; SOLINJ,1140643,RxNorm,1970-01-01,2099-12-31,
884,0,VaruNummer,Risperdal®; Risperidon; 1 mg; FICOTA,735979,RxNorm,1970-01-01,2099-12-31,
887,0,VaruNummer,Xatral; Alfuzosin; 5 mg; PRRETA,930021,RxNorm,1970-01-01,2099-12-31,
890,0,VaruNummer,Isofluran Baxter; INVALI,782043,RxNorm,1970-01-01,2099-12-31,
891,0,VaruNummer,Didronate®; Etidronat; 200 mg; TABLET,1552929,RxNorm,1970-01-01,2099-12-31,
895,0,VaruNummer,Risperdal®; Risperidon; 2 mg; FICOTA,735979,RxNorm,1970-01-01,2099-12-31,
899,0,VaruNummer,Trinovum; Noretisteron + etinylestradiol; TABLET,1521369,RxNorm,1970-01-01,2099-12-31,
907,0,VaruNummer,"Minirin; Desmopressin; 0,2 mg; TABLET",1517070,RxNorm,1970-01-01,2099-12-31,
910,0,VaruNummer,Trinovum; Noretisteron + etinylestradiol; TABLET,1521369,RxNorm,1970-01-01,2099-12-31,
911,0,VaruNummer,OxyContin®; Oxikodon; 80 mg; PRRETA,1124957,RxNorm,1970-01-01,2099-12-31,
921,0,VaruNummer,Enalapril Mylan; Enalapril; 5 mg; TABLET,40165789,RxNorm,1970-01-01,2099-12-31,
933,0,VaruNummer,Enalapril Mylan; Enalapril; 5 mg; TABLET,40165789,RxNorm,1970-01-01,2099-12-31,
944,0,VaruNummer,Enalapril Mylan; Enalapril; 10 mg; TABLET,40165762,RxNorm,1970-01-01,2099-12-31,
954,0,VaruNummer,Zyrlex®; Cetirizin; 10 mg; FICOTA,1149196,RxNorm,1970-01-01,2099-12-31,
955,0,VaruNummer,Enalapril Mylan; Enalapril; 10 mg; TABLET,40165762,RxNorm,1970-01-01,2099-12-31,
957,0,VaruNummer,Genotropin®; 5 mg; PSSOIJ,1584910,RxNorm,1970-01-01,2099-12-31,
958,0,VaruNummer,Oestriol Mylan; Estriol; 1 mg; TABLET,19049038,RxNorm,1970-01-01,2099-12-31,
961,0,VaruNummer,Genotropin®; 5 mg; PSSOIJ,1584910,RxNorm,1970-01-01,2099-12-31,
962,0,VaruNummer,Persantin; Dipyridamol; 100 mg; TABLET,1331313,RxNorm,1970-01-01,2099-12-31,
972,0,VaruNummer,IntronA; 1 milj IE; PSSOIJ,1380068,RxNorm,1970-01-01,2099-12-31,
977,0,VaruNummer,Enalapril Mylan; Enalapril; 20 mg; TABLET,40165773,RxNorm,1970-01-01,2099-12-31,
979,0,VaruNummer,Neurontin; Gabapentin; 400 mg; CAPHAR,797399,RxNorm,1970-01-01,2099-12-31,
983,0,VaruNummer,Risperdal; Risperidon; 1 mg/ml; ORASOL,735979,RxNorm,1970-01-01,2099-12-31,
986,0,VaruNummer,IntronA; 3 milj IE; PSSOIJ,1380068,RxNorm,1970-01-01,2099-12-31,
995,0,VaruNummer,IntronA; 5 milj IE; PSSOIJ,1380068,RxNorm,1970-01-01,2099-12-31,
999,0,VaruNummer,Aurorix; Moklobemid; 300 mg; TABLET,19010652,RxNorm,1970-01-01,2099-12-31,
1003,0,VaruNummer,Smartdose; IVLÖE,0,None,1970-01-01,2099-12-31,
1005,0,VaruNummer,Neurontin; Gabapentin; 400 mg; CAPHAR,797399,RxNorm,1970-01-01,2099-12-31,
1007,0,VaruNummer,Kalcipos®-D; Kalciumkarbonat + kolekalciferol; 500 mg/400 IE; FICOTA,19035704,RxNorm,1970-01-01,2099-12-31,
1009,0,VaruNummer,"Burinex®; 0,5 mg/ml; SOLINJ",932745,RxNorm,1970-01-01,2099-12-31,
1015,0,VaruNummer,IntronA; 10 milj IE; PSSOIJ,1380068,RxNorm,1970-01-01,2099-12-31,
1018,0,VaruNummer,PegIntron; Peginterferon alfa-2b; 50 mikrogram; PSSOIJ,1797155,RxNorm,1970-01-01,2099-12-31,
1020,0,VaruNummer,Smartdose; IVLÖE,0,None,1970-01-01,2099-12-31,
1027,0,VaruNummer,Mobic; Meloxikam; 15 mg; TABLET,1150347,RxNorm,1970-01-01,2099-12-31,
1028,0,VaruNummer,"Laxoberal®; 2,5 mg; CAPSOF",19025115,RxNorm,1970-01-01,2099-12-31,
1029,0,VaruNummer,Fragmin®; Dalteparin; 5000 IE; SOIJPS,1301065,RxNorm,1970-01-01,2099-12-31,
1036,0,VaruNummer,Hirudoid®; Mukopolysackaridpolysulfat; CREAM,19011028,RxNorm,1970-01-01,2099-12-31,
1037,0,VaruNummer,Aricept; Donepezil; 10 mg; FICOTA,715997,RxNorm,1970-01-01,2099-12-31,
1039,0,VaruNummer,PegIntron; Peginterferon alfa-2b; 100 mikrogram; PSSOIJ,1797155,RxNorm,1970-01-01,2099-12-31,
